"contig_name","platon","rfplasmid","plascope","plasmid_count","classification"
"GCA_003367885.1_ASM336788v1_2","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_20","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_21","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_22","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_23","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_24","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_25","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_26","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_27","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_28","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_29","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_3","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_30","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_31","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_32","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_33","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_34","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_35","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_36","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_37","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_38","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_39","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_4","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_40","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_41","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_42","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_43","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_44","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_45","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_46","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_47","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_48","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_49","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_5","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_50","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_51","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_52","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_53","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_54","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_55","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_56","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_57","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_58","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_59","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_6","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_60","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_61","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_62","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_63","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_64","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_65","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_66","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_67","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_68","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_69","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_7","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_70","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_71","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_72","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_73","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_74","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_75","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_76","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_77","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_78","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_79","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_8","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_80","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_81","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_82","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_83","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_84","chromosome","plasmid","unclassified",1,"chromosome"
"GCA_003367885.1_ASM336788v1_85","chromosome","plasmid","unclassified",1,"chromosome"
"GCA_003367885.1_ASM336788v1_86","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_87","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_88","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_89","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_9","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_90","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_91","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_92","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_93","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_94","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_95","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_003367885.1_ASM336788v1_96","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_97","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_98","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_003367885.1_ASM336788v1_99","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_004804205.1_ASM480420v1_1","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_10","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_11","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_12","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_13","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_14","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_15","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_16","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_17","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_18","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_19","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_2","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_20","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_21","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_22","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_23","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_24","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_25","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_26","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_27","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_28","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_29","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_3","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_30","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_31","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_32","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_33","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_34","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_35","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_36","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_37","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_38","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_39","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_4","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_40","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_41","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_42","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_43","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_44","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_45","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_46","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_47","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_48","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_49","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_5","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_50","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_51","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_52","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_53","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_54","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_55","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_6","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_7","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_8","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_004804205.1_ASM480420v1_9","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_1","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_10","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_100","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_101","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_102","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_103","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_104","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_105","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_106","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_107","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_108","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_109","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_11","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_110","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_111","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_112","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_113","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_114","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_115","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_116","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_117","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_118","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_119","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_12","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_120","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_121","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_122","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_123","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_124","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_125","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_13","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_14","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_15","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_16","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_17","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_18","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_19","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_2","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_20","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_21","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_22","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_23","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_24","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_25","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_26","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_27","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_28","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_29","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_3","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_30","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_31","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_32","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_33","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_34","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_35","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_36","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_37","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_38","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_39","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_4","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_40","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_41","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_42","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_43","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_44","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_45","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_46","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_47","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_48","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_49","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_5","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_50","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_51","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_52","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_53","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_54","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_55","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_56","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_57","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_58","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_59","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_6","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_60","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_61","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_62","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_63","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_64","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_65","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_66","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_67","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_68","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_69","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_7","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_70","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_71","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_72","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_73","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_74","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_75","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_76","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_77","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_78","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_79","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_8","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_80","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_81","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_82","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_83","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_84","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_85","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_86","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_87","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_88","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_89","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_9","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_90","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_91","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_92","chromosome","plasmid","unclassified",1,"chromosome"
"GCA_008124405.1_ASM812440v1_93","chromosome","plasmid","unclassified",1,"chromosome"
"GCA_008124405.1_ASM812440v1_94","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_95","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_96","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_97","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008124405.1_ASM812440v1_98","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008124405.1_ASM812440v1_99","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_1","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_10","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_11","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_12","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_13","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_14","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_15","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_16","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_17","plasmid","plasmid","plasmid",3,"plasmid"
"GCA_008275005.1_ASM827500v1_18","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_19","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008275005.1_ASM827500v1_2","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_20","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_21","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_22","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008275005.1_ASM827500v1_23","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_24","chromosome","chromosome","chromosome",0,"chromosome"
"GCA_008275005.1_ASM827500v1_25","chromosome","chromosome","unclassified",0,"chromosome"
"GCA_008275005.1_ASM827500v1_26","chromosome","chromosome","unclassified",0,"chromosome"
