"contig_name","platon","rfplasmid","plascope","plasmid_count","classification"
"GCA-003367885.1-ASM336788v1_202109200955_32_length_33816_cov_27.807326","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_33_length_33622_cov_32.264099","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_34_length_32470_cov_28.285904","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_35_length_32116_cov_29.610460","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_36_length_31728_cov_30.716275","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_37_length_31371_cov_29.918064","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_38_length_31145_cov_29.345090","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_39_length_29560_cov_29.400978","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_4_length_265730_cov_30.198770","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_40_length_29455_cov_31.706901","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_41_length_29402_cov_28.063467","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_42_length_28862_cov_31.805742","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_43_length_19307_cov_29.330031","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_44_length_16074_cov_28.008654","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_45_length_15250_cov_29.293262","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_46_length_13222_cov_31.297136","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_47_length_11872_cov_31.310089","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_48_length_10582_cov_25.555715","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_49_length_9369_cov_30.401320","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_5_length_203933_cov_28.337434","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_50_length_8200_cov_36.978571","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_51_length_7218_cov_29.374982","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_52_length_6804_cov_28.789426","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_53_length_5452_cov_18.788545","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_54_length_4367_cov_31.233962","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_55_length_4061_cov_30.202084","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_56_length_3314_cov_27.455915","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_57_length_2447_cov_34.975862","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_58_length_2190_cov_11.740669","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_59_length_1894_cov_28.238823","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_6_length_203155_cov_30.396679","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_60_length_1742_cov_232.035294","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_61_length_1345_cov_87.016420","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_62_length_1326_cov_37.874062","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_63_length_1283_cov_249.031142","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_64_length_1255_cov_244.675532","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_65_length_1168_cov_25.097983","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_66_length_1058_cov_248.779807","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_67_length_1045_cov_104.384532","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_68_length_1001_cov_31.544622","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_69_length_894_cov_27.000000","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_7_length_187236_cov_28.103186","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_70_length_848_cov_47.783634","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_71_length_706_cov_274.946459","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_72_length_648_cov_57.794626","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_73_length_641_cov_65.671206","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_74_length_608_cov_335.781705","chromosome","plasmid","unclassified",1,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_75_length_597_cov_369.487234","chromosome","plasmid","unclassified",1,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_76_length_574_cov_52.013423","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_77_length_569_cov_64.570136","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_78_length_541_cov_59.157005","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_79_length_519_cov_65.331633","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_8_length_178570_cov_29.337002","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-003367885.1-ASM336788v1_202109200955_9_length_163390_cov_30.805185","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_1_length_309542_cov_2.633948","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_10_length_171137_cov_2.877005","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_11_length_144808_cov_2.649750","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_12_length_139279_cov_2.367979","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_13_length_137004_cov_2.185666","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_14_length_128318_cov_2.086498","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_15_length_121521_cov_3.070406","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_16_length_113827_cov_2.605583","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_17_length_100936_cov_3.550085","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_18_length_100555_cov_3.085644","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_19_length_97664_cov_3.446473","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_2_length_286501_cov_3.432365","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_20_length_93326_cov_2.691512","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_21_length_75849_cov_3.383237","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_22_length_66800_cov_2.910364","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_23_length_64455_cov_2.701498","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_24_length_57539_cov_3.662390","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_25_length_56737_cov_3.038471","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_26_length_55430_cov_3.118555","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_27_length_55141_cov_3.793347","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_28_length_54991_cov_3.661748","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_29_length_54738_cov_2.014458","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_3_length_285619_cov_3.084225","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_30_length_50596_cov_2.131310","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_31_length_49436_cov_3.161454","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_32_length_41611_cov_2.450499","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_33_length_36575_cov_2.301223","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_34_length_35133_cov_3.407124","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_35_length_33961_cov_2.879200","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_36_length_33581_cov_1.877733","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_37_length_27305_cov_2.655579","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_38_length_26258_cov_2.787470","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_39_length_23672_cov_3.494973","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_4_length_273718_cov_2.177132","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_40_length_21229_cov_2.408149","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_41_length_15658_cov_1.663518","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_42_length_10979_cov_1.441279","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_43_length_9987_cov_1.895854","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_44_length_8754_cov_3.687767","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_45_length_5449_cov_1.552130","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_46_length_4364_cov_2.491446","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_47_length_4212_cov_1.629891","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_48_length_3768_cov_2.622446","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_49_length_3342_cov_2.308475","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_5_length_249254_cov_2.294682","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_50_length_3025_cov_1.109973","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_51_length_2344_cov_2.248331","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_52_length_2254_cov_0.689383","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_53_length_2136_cov_2.282001","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_54_length_2010_cov_5.325144","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_55_length_1795_cov_17.534747","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_56_length_1697_cov_0.705625","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_57_length_1637_cov_0.532468","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_58_length_1094_cov_0.713139","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_59_length_518_cov_0.391924","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_6_length_248966_cov_3.241451","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_60_length_503_cov_10.169951","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_7_length_240818_cov_3.581196","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_8_length_229132_cov_3.280551","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-004804205.1-ASM480420v1_202109200955_9_length_174721_cov_2.791655","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_1_length_412466_cov_65.052200","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_10_length_155587_cov_64.490171","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_11_length_142369_cov_61.595970","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_12_length_132705_cov_63.490277","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_13_length_125911_cov_62.755422","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_14_length_114484_cov_61.597165","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_15_length_112497_cov_62.996636","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_16_length_111947_cov_61.455446","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_17_length_98163_cov_61.346199","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_18_length_95319_cov_60.665192","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_19_length_88592_cov_63.447567","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_2_length_286364_cov_63.253847","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_20_length_88084_cov_62.674489","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_21_length_86909_cov_58.439561","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_22_length_78747_cov_61.059501","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_23_length_67626_cov_61.740485","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_24_length_67473_cov_58.714504","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_25_length_58064_cov_61.702004","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_26_length_57161_cov_62.705562","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_27_length_55004_cov_64.145361","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_28_length_46229_cov_57.485402","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_29_length_45327_cov_61.896881","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_3_length_265730_cov_61.818568","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_30_length_41006_cov_62.844101","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_31_length_37946_cov_58.791454","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_32_length_37777_cov_56.648579","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_33_length_36131_cov_139.499889","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_34_length_35668_cov_63.051940","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_35_length_35327_cov_56.526818","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_36_length_33816_cov_60.744279","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_37_length_33622_cov_66.100015","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_38_length_33559_cov_59.595627","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_39_length_32470_cov_57.032434","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_4_length_228540_cov_61.481115","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_40_length_31724_cov_64.280311","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_41_length_31200_cov_60.620989","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_42_length_29402_cov_59.729325","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_43_length_24079_cov_57.596735","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_44_length_19306_cov_60.335315","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_45_length_16074_cov_59.079263","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_46_length_15249_cov_60.355376","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_47_length_13222_cov_56.719053","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_48_length_11872_cov_65.126607","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_49_length_10762_cov_56.843253","chromosome","plasmid","chromosome",1,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_5_length_204145_cov_60.283257","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_50_length_9369_cov_63.161329","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_51_length_8199_cov_64.670961","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_52_length_7218_cov_60.191510","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_53_length_6804_cov_47.423244","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_54_length_6075_cov_59.364660","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_55_length_4267_cov_66.757246","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_56_length_3314_cov_62.031377","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_57_length_2784_cov_67.825367","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_58_length_2447_cov_84.961207","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_59_length_1894_cov_58.292020","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_6_length_203315_cov_64.026601","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_60_length_1829_cov_72.853114","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_61_length_1742_cov_576.549845","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_62_length_1343_cov_243.513158","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_63_length_1283_cov_652.009516","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_64_length_1255_cov_481.765957","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_65_length_1249_cov_66.736185","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_66_length_1167_cov_236.478846","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_67_length_1058_cov_655.535983","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_68_length_891_cov_39.831152","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_69_length_848_cov_157.081831","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_7_length_185534_cov_60.879131","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_70_length_734_cov_136.444811","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_71_length_706_cov_713.623489","chromosome","chromosome","unclassified",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_72_length_648_cov_112.700576","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_73_length_608_cov_774.671518","chromosome","plasmid","unclassified",1,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_74_length_597_cov_897.582979","chromosome","plasmid","unclassified",1,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_75_length_574_cov_236.836689","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_76_length_541_cov_104.787440","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_8_length_178557_cov_61.483038","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008124405.1-ASM812440v1_202109200955_9_length_163390_cov_62.930989","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008275005.1-ASM827500v1_202109200955_1_length_522561_cov_15.628188","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008275005.1-ASM827500v1_202109200955_10_length_126117_cov_11.937820","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008275005.1-ASM827500v1_202109200955_11_length_120203_cov_13.380684","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008275005.1-ASM827500v1_202109200955_12_length_113844_cov_15.672793","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008275005.1-ASM827500v1_202109200955_13_length_101657_cov_14.159953","chromosome","chromosome","chromosome",0,"chromosome"
"GCA-008275005.1-ASM827500v1_202109200955_14_length_97959_cov_13.052774","chromosome","chromosome","chromosome",0,"chromosome"
