"contig_name","platon","rfplasmid","plascope","plasmid_count","classification"
"ECO-JSC-MOD-104868_202103232141_58_length_2583_cov_299.777334","chromosome","chromosome","unclassified",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_59_length_2532_cov_505.975153","chromosome","chromosome","unclassified",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_6_length_259330_cov_97.281362","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_60_length_2403_cov_86.847807","chromosome","chromosome","unclassified",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_61_length_1711_cov_182.410649","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104868_202103232141_62_length_1513_cov_190.200000","plasmid","chromosome","plasmid",2,"plasmid"
"ECO-JSC-MOD-104868_202103232141_63_length_1443_cov_429.509517","chromosome","chromosome","unclassified",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_64_length_1412_cov_97.098127","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_65_length_1411_cov_110.850075","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_66_length_1144_cov_391.642924","chromosome","plasmid","plasmid",2,"plasmid"
"ECO-JSC-MOD-104868_202103232141_67_length_939_cov_283.306265","chromosome","plasmid","unclassified",1,"chromosome"
"ECO-JSC-MOD-104868_202103232141_68_length_894_cov_204.902081","chromosome","chromosome","unclassified",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_69_length_830_cov_180.626826","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_7_length_246402_cov_108.180522","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_70_length_823_cov_107.695710","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_71_length_746_cov_189.442451","chromosome","chromosome","plasmid",1,"chromosome"
"ECO-JSC-MOD-104868_202103232141_72_length_740_cov_203.743590","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_73_length_731_cov_222.094801","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_74_length_569_cov_57.083333","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_75_length_540_cov_338.356371","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_8_length_218746_cov_105.668028","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104868_202103232141_9_length_191078_cov_106.739933","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_1_length_382540_cov_37.704866","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_10_length_193031_cov_40.841004","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_11_length_191771_cov_40.358890","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_12_length_186400_cov_32.235038","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_13_length_182081_cov_42.864195","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_14_length_180832_cov_36.021095","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_15_length_176992_cov_39.341582","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_16_length_173474_cov_31.488151","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_17_length_160908_cov_31.173555","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_18_length_136512_cov_28.576421","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_19_length_123969_cov_41.987376","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_2_length_319635_cov_27.746666","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_20_length_109146_cov_43.350961","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_21_length_103720_cov_43.695580","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_22_length_77607_cov_37.073933","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_23_length_75009_cov_27.856457","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_24_length_74410_cov_29.562334","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_25_length_68558_cov_30.593143","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_26_length_60603_cov_29.786538","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_27_length_57303_cov_73.789064","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104872_202103232141_28_length_54255_cov_57.490070","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104872_202103232141_29_length_41460_cov_39.767489","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_3_length_314341_cov_34.738204","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_30_length_38579_cov_62.581372","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104872_202103232141_31_length_29819_cov_40.053796","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_32_length_25551_cov_79.865902","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104872_202103232141_33_length_25539_cov_33.930956","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_34_length_16793_cov_37.924563","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_35_length_13213_cov_38.306410","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_36_length_11710_cov_36.667756","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_37_length_11082_cov_54.269605","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_38_length_11060_cov_42.213785","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104872_202103232141_39_length_10543_cov_56.796139","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104872_202103232141_4_length_299850_cov_38.473015","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_40_length_10513_cov_40.891913","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_41_length_10340_cov_33.998733","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_42_length_8846_cov_38.045273","plasmid","chromosome","unclassified",1,"chromosome"
"ECO-JSC-MOD-104872_202103232141_43_length_8668_cov_38.452567","chromosome","plasmid","chromosome",1,"chromosome"
"ECO-JSC-MOD-104872_202103232141_44_length_7697_cov_45.984777","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_45_length_7615_cov_36.934731","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_46_length_4642_cov_36.746769","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_47_length_4269_cov_42.130487","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_48_length_4244_cov_264.380610","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_49_length_2796_cov_62.570798","chromosome","plasmid","plasmid",2,"plasmid"
"ECO-JSC-MOD-104872_202103232141_5_length_277726_cov_30.536498","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_50_length_2749_cov_66.396332","chromosome","plasmid","plasmid",2,"plasmid"
"ECO-JSC-MOD-104872_202103232141_51_length_2521_cov_35.617430","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_52_length_1432_cov_125.732841","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_53_length_1259_cov_37.635479","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_54_length_1144_cov_120.519213","chromosome","plasmid","plasmid",2,"plasmid"
"ECO-JSC-MOD-104872_202103232141_55_length_1057_cov_66.320408","chromosome","plasmid","chromosome",1,"chromosome"
"ECO-JSC-MOD-104872_202103232141_56_length_936_cov_191.039581","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_57_length_905_cov_74.880435","chromosome","chromosome","unclassified",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_58_length_838_cov_88.156373","chromosome","plasmid","unclassified",1,"chromosome"
"ECO-JSC-MOD-104872_202103232141_59_length_773_cov_71.099138","chromosome","chromosome","unclassified",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_6_length_254625_cov_28.186821","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_60_length_768_cov_74.739508","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_61_length_740_cov_82.941176","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_62_length_731_cov_68.756881","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_63_length_722_cov_44.941085","chromosome","plasmid","unclassified",1,"chromosome"
"ECO-JSC-MOD-104872_202103232141_64_length_620_cov_124.182320","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_65_length_574_cov_80.871227","chromosome","chromosome","plasmid",1,"chromosome"
"ECO-JSC-MOD-104872_202103232141_66_length_551_cov_116.835443","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_67_length_526_cov_83.213808","chromosome","chromosome","plasmid",1,"chromosome"
"ECO-JSC-MOD-104872_202103232141_7_length_236286_cov_29.583771","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_8_length_208402_cov_34.324690","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104872_202103232141_9_length_204348_cov_32.537115","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_1_length_530051_cov_42.324391","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_10_length_186401_cov_45.483545","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_11_length_186389_cov_42.948162","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_12_length_160563_cov_43.330639","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_13_length_158925_cov_46.662520","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_14_length_151379_cov_42.638220","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_15_length_130060_cov_42.930091","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_16_length_124757_cov_45.237135","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_17_length_124371_cov_47.449861","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_18_length_109141_cov_47.648674","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_19_length_104585_cov_47.478509","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_2_length_347227_cov_47.256071","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_20_length_104382_cov_41.782350","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_21_length_93412_cov_41.391097","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_22_length_86702_cov_46.806569","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_23_length_65907_cov_41.362677","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_24_length_58935_cov_40.587210","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_25_length_55938_cov_44.691377","chromosome","plasmid","plasmid",2,"plasmid"
"ECO-JSC-MOD-104873_202103232141_26_length_54315_cov_47.852059","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_27_length_40316_cov_52.745048","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_28_length_39626_cov_47.541784","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_29_length_36895_cov_42.921506","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_3_length_320104_cov_40.197452","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_30_length_34500_cov_79.081167","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104873_202103232141_31_length_34211_cov_46.788276","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_32_length_30941_cov_44.804918","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_33_length_30105_cov_46.860064","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_34_length_27027_cov_40.022820","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_35_length_24893_cov_42.039692","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_36_length_23609_cov_46.480282","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_37_length_23559_cov_48.631590","chromosome","plasmid","chromosome",1,"chromosome"
"ECO-JSC-MOD-104873_202103232141_38_length_23180_cov_38.273514","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_39_length_20331_cov_47.876173","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_4_length_309470_cov_43.032654","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_40_length_18204_cov_72.714349","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104873_202103232141_41_length_17091_cov_44.710885","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_42_length_11147_cov_44.798826","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_43_length_10671_cov_49.566925","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_44_length_10119_cov_72.161522","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104873_202103232141_45_length_7274_cov_47.622065","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_46_length_5768_cov_67.128273","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104873_202103232141_47_length_5398_cov_96.487878","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104873_202103232141_48_length_5244_cov_262.913683","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104873_202103232141_49_length_4648_cov_304.863706","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_5_length_302602_cov_45.610181","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_50_length_4642_cov_46.378751","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_51_length_4568_cov_46.763750","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_52_length_4269_cov_48.703721","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_53_length_4164_cov_48.862736","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104873_202103232141_54_length_2549_cov_44.304612","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_55_length_2532_cov_216.170672","chromosome","chromosome","unclassified",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_56_length_1866_cov_44.083287","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_57_length_1633_cov_128.092545","chromosome","chromosome","plasmid",1,"chromosome"
"ECO-JSC-MOD-104873_202103232141_58_length_1626_cov_5155.160749","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104873_202103232141_59_length_1620_cov_70.798445","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104873_202103232141_6_length_222123_cov_48.659147","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_60_length_1259_cov_51.169910","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_61_length_894_cov_96.335373","chromosome","chromosome","unclassified",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_62_length_830_cov_82.456839","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_63_length_740_cov_85.042232","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_64_length_731_cov_85.018349","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_65_length_721_cov_69.551242","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_66_length_637_cov_169.412500","chromosome","chromosome","unclassified",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_67_length_569_cov_23.609756","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_7_length_217726_cov_46.354507","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_8_length_191022_cov_44.664333","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104873_202103232141_9_length_187196_cov_44.512786","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_1_length_532511_cov_29.601321","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_10_length_180755_cov_32.082600","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_11_length_160762_cov_30.853477","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_12_length_158913_cov_33.860510","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_13_length_156492_cov_28.389138","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_14_length_136520_cov_28.817719","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_15_length_131935_cov_32.735594","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_16_length_124371_cov_35.206398","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_17_length_117618_cov_28.696744","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_18_length_115240_cov_33.280915","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_19_length_109255_cov_35.320239","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_2_length_436879_cov_30.136806","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_20_length_108554_cov_32.390046","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_21_length_93411_cov_28.459886","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_22_length_83904_cov_34.887626","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_23_length_81423_cov_34.908133","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_24_length_65908_cov_30.014066","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_25_length_63391_cov_33.459804","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_26_length_50472_cov_119.831213","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104875_202103232141_27_length_48753_cov_73.833371","plasmid","plasmid","plasmid",3,"plasmid"
"ECO-JSC-MOD-104875_202103232141_28_length_40410_cov_33.142538","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_29_length_39279_cov_35.759502","chromosome","chromosome","chromosome",0,"chromosome"
"ECO-JSC-MOD-104875_202103232141_3_length_342134_cov_32.704625","chromosome","chromosome","chromosome",0,"chromosome"
