"contig_name","final_result"
"DRR199249_28","chromosome"
"DRR199249_29","chromosome"
"DRR199249_30","chromosome"
"DRR199249_31","chromosome"
"DRR199249_32","chromosome"
"DRR199249_33","chromosome"
"DRR199249_34","chromosome"
"DRR199249_35","chromosome"
"DRR199249_36","chromosome"
"DRR199249_37","chromosome"
"DRR199249_38","chromosome"
"DRR199249_39","chromosome"
"DRR199249_40","chromosome"
"DRR199249_41","chromosome"
"DRR199249_42","chromosome"
"DRR199249_43","chromosome"
"DRR199249_45","chromosome"
"DRR199249_46","chromosome"
"DRR199249_48","plasmid"
"DRR199249_51","chromosome"
"DRR199249_52","chromosome"
"DRR199249_54","chromosome"
"DRR199249_55","chromosome"
"DRR199249_56","chromosome"
"DRR199249_58","chromosome"
"DRR199249_60","chromosome"
"DRR199249_61","chromosome"
"DRR199249_64","plasmid"
"DRR199249_65","chromosome"
"DRR199249_66","chromosome"
"DRR199249_67","chromosome"
"DRR199249_69","chromosome"
"DRR199249_70","chromosome"
"DRR199249_71","chromosome"
"DRR199249_72","chromosome"
"DRR199249_73","plasmid"
"DRR199249_74","chromosome"
"DRR199249_75","chromosome"
"DRR199249_76","chromosome"
"DRR199249_77","chromosome"
"DRR199249_78","chromosome"
"DRR199249_81","chromosome"
"DRR199249_82","chromosome"
"DRR199249_84","chromosome"
"DRR199249_85","chromosome"
"DRR199249_86","chromosome"
"DRR199249_87","chromosome"
"DRR199249_88","chromosome"
"DRR199249_89","chromosome"
"DRR199249_90","plasmid"
"DRR199249_91","chromosome"
"DRR199249_92","chromosome"
"DRR199249_93","chromosome"
"DRR199249_94","chromosome"
"DRR199249_95","chromosome"
"DRR199249_96","chromosome"
"DRR199249_97","chromosome"
"DRR199249_98","chromosome"
"DRR199249_99","chromosome"
"DRR199249_100","chromosome"
"DRR199249_101","chromosome"
"DRR199249_102","chromosome"
"DRR199249_103","chromosome"
"DRR199249_104","chromosome"
"DRR199249_105","chromosome"
"DRR199249_106","chromosome"
"DRR199249_107","chromosome"
"DRR199249_108","chromosome"
"DRR199249_109","chromosome"
"DRR199249_110","chromosome"
"DRR199249_111","chromosome"
"DRR199249_112","chromosome"
"DRR199249_113","chromosome"
"DRR199249_114","chromosome"
"DRR199249_115","chromosome"
"DRR199249_116","chromosome"
"DRR199249_117","chromosome"
"DRR199249_118","chromosome"
"DRR199249_119","chromosome"
"DRR199249_120","chromosome"
"DRR199249_121","chromosome"
"DRR199249_122","chromosome"
"DRR199249_123","chromosome"
"DRR199249_124","chromosome"
"DRR199249_125","chromosome"
"DRR199249_126","chromosome"
"DRR199249_127","chromosome"
"DRR199249_128","chromosome"
"DRR199249_129","chromosome"
"DRR199249_130","chromosome"
"DRR199249_131","chromosome"
"DRR199249_132","chromosome"
"DRR199249_133","chromosome"
"DRR199249_134","chromosome"
"DRR199249_135","chromosome"
"DRR199249_136","chromosome"
"DRR199249_137","chromosome"
"DRR199249_138","chromosome"
"DRR199249_139","chromosome"
"DRR199249_140","chromosome"
"DRR199249_141","chromosome"
"DRR199249_142","chromosome"
"DRR199249_143","chromosome"
"DRR199249_144","chromosome"
"DRR199249_145","chromosome"
"DRR199249_146","chromosome"
"DRR199249_147","chromosome"
"DRR199249_148","chromosome"
"DRR199249_149","chromosome"
"DRR199249_150","chromosome"
"DRR199249_151","chromosome"
"DRR199249_152","chromosome"
"DRR199249_153","chromosome"
"DRR199249_154","chromosome"
"DRR199249_155","chromosome"
"DRR199249_156","chromosome"
"DRR199249_157","chromosome"
"DRR199249_158","chromosome"
"DRR199249_159","chromosome"
"DRR199249_160","chromosome"
"DRR199249_161","chromosome"
"DRR199249_162","chromosome"
"DRR199249_163","chromosome"
"DRR199249_164","chromosome"
"DRR199249_165","chromosome"
"DRR199249_166","chromosome"
"DRR199249_167","chromosome"
"DRR199249_168","chromosome"
"DRR199249_169","chromosome"
"DRR199249_170","chromosome"
"DRR199249_171","chromosome"
"DRR199249_172","chromosome"
"DRR199249_173","chromosome"
"DRR199249_174","chromosome"
"DRR199249_175","chromosome"
"DRR199249_176","chromosome"
"DRR199249_177","chromosome"
"DRR199249_178","chromosome"
"DRR199249_179","chromosome"
"DRR199249_180","chromosome"
"DRR199249_181","chromosome"
"DRR199249_182","chromosome"
"DRR199249_183","chromosome"
"DRR199249_184","chromosome"
"DRR199249_185","chromosome"
"DRR199249_186","chromosome"
"DRR199249_187","chromosome"
"DRR199249_44","plasmid"
"DRR199249_47","plasmid"
"DRR199249_49","plasmid"
"DRR199249_50","plasmid"
"DRR199249_53","plasmid"
"DRR199249_57","plasmid"
"DRR199249_59","plasmid"
"DRR199249_62","plasmid"
"DRR199249_63","plasmid"
"DRR199249_68","plasmid"
"DRR199249_79","plasmid"
"DRR199249_80","plasmid"
"DRR199249_83","plasmid"
"DRR199263_1","chromosome"
"DRR199263_2","chromosome"
"DRR199263_3","chromosome"
"DRR199263_4","chromosome"
"DRR199263_5","chromosome"
"DRR199263_6","chromosome"
"DRR199263_7","chromosome"
"DRR199263_8","chromosome"
"DRR199263_9","chromosome"
"DRR199263_10","chromosome"
"DRR199263_11","chromosome"
"DRR199263_12","chromosome"
"DRR199263_13","chromosome"
"DRR199263_14","chromosome"
"DRR199263_15","chromosome"
"DRR199263_16","chromosome"
"DRR199263_17","chromosome"
"DRR199263_18","chromosome"
"DRR199263_19","chromosome"
"DRR199263_20","chromosome"
"DRR199263_21","chromosome"
"DRR199263_22","chromosome"
"DRR199263_23","chromosome"
"DRR199263_24","chromosome"
"DRR199263_25","chromosome"
"DRR199263_26","chromosome"
"DRR199263_27","chromosome"
"DRR199263_28","chromosome"
"DRR199263_29","chromosome"
"DRR199263_31","chromosome"
"DRR199263_32","chromosome"
"DRR199263_33","chromosome"
"DRR199263_34","chromosome"
"DRR199263_35","chromosome"
"DRR199263_36","chromosome"
"DRR199263_37","chromosome"
"DRR199263_38","chromosome"
"DRR199263_40","plasmid"
"DRR199263_41","chromosome"
"DRR199263_44","chromosome"
"DRR199263_45","chromosome"
"DRR199263_49","plasmid"
"DRR199263_50","chromosome"
"DRR199263_52","chromosome"
"DRR199263_53","chromosome"
"DRR199263_54","chromosome"
"DRR199263_55","plasmid"
"DRR199263_56","chromosome"
"DRR199263_57","chromosome"
"DRR199263_58","chromosome"
"DRR199263_59","chromosome"
"DRR199263_60","chromosome"
"DRR199263_61","chromosome"
"DRR199263_67","chromosome"
"DRR199263_68","chromosome"
"DRR199263_69","chromosome"
"DRR199263_70","chromosome"
"DRR199263_71","chromosome"
"DRR199263_72","chromosome"
"DRR199263_73","chromosome"
"DRR199263_74","chromosome"
"DRR199263_75","chromosome"
"DRR199263_76","chromosome"
"DRR199263_77","chromosome"
"DRR199263_78","chromosome"
"DRR199263_79","chromosome"
"DRR199263_80","chromosome"
"DRR199263_81","chromosome"
"DRR199263_82","chromosome"
"DRR199263_83","chromosome"
"DRR199263_84","chromosome"
"DRR199263_85","chromosome"
"DRR199263_86","chromosome"
"DRR199263_87","chromosome"
"DRR199263_88","chromosome"
"DRR199263_89","chromosome"
"DRR199263_90","chromosome"
"DRR199263_91","chromosome"
"DRR199263_92","chromosome"
"DRR199263_93","chromosome"
"DRR199263_94","chromosome"
"DRR199263_95","chromosome"
"DRR199263_96","chromosome"
"DRR199263_97","chromosome"
"DRR199263_98","chromosome"
"DRR199263_99","chromosome"
"DRR199263_100","chromosome"
"DRR199263_101","chromosome"
"DRR199263_102","chromosome"
"DRR199263_103","chromosome"
"DRR199263_104","chromosome"
"DRR199263_105","chromosome"
"DRR199263_106","chromosome"
"DRR199263_107","chromosome"
"DRR199263_108","chromosome"
"DRR199263_109","chromosome"
"DRR199263_110","chromosome"
"DRR199263_111","chromosome"
"DRR199263_112","chromosome"
"DRR199263_113","chromosome"
"DRR199263_30","plasmid"
"DRR199263_39","plasmid"
"DRR199263_42","plasmid"
"DRR199263_43","plasmid"
"DRR199263_46","plasmid"
"DRR199263_47","plasmid"
"DRR199263_48","plasmid"
"DRR199263_51","plasmid"
"DRR199263_62","plasmid"
"DRR199263_63","plasmid"
"DRR199263_64","chromosome"
"DRR199263_65","plasmid"
"DRR199263_66","plasmid"
"DRR199287_1","chromosome"
"DRR199287_2","chromosome"
"DRR199287_3","chromosome"
"DRR199287_4","chromosome"
"DRR199287_5","chromosome"
"DRR199287_6","chromosome"
"DRR199287_7","chromosome"
"DRR199287_8","chromosome"
"DRR199287_9","chromosome"
"DRR199287_10","chromosome"
"DRR199287_11","chromosome"
"DRR199287_12","chromosome"
"DRR199287_13","chromosome"
"DRR199287_14","chromosome"
"DRR199287_15","chromosome"
"DRR199287_16","chromosome"
"DRR199287_17","chromosome"
"DRR199287_18","chromosome"
"DRR199287_19","chromosome"
"DRR199287_20","chromosome"
"DRR199287_21","chromosome"
"DRR199287_22","chromosome"
"DRR199287_23","chromosome"
"DRR199287_24","chromosome"
"DRR199287_25","chromosome"
"DRR199287_26","chromosome"
"DRR199287_27","chromosome"
"DRR199287_28","chromosome"
"DRR199287_29","chromosome"
"DRR199287_30","chromosome"
"DRR199287_31","chromosome"
"DRR199287_33","chromosome"
"DRR199287_34","chromosome"
"DRR199287_35","chromosome"
"DRR199287_36","chromosome"
"DRR199287_37","chromosome"
"DRR199287_38","chromosome"
"DRR199287_39","chromosome"
"DRR199287_40","chromosome"
"DRR199287_41","chromosome"
"DRR199287_42","chromosome"
"DRR199287_43","chromosome"
"DRR199287_44","chromosome"
"DRR199287_45","chromosome"
"DRR199287_46","chromosome"
"DRR199287_47","chromosome"
"DRR199287_48","chromosome"
"DRR199287_49","chromosome"
"DRR199287_50","chromosome"
"DRR199287_51","chromosome"
"DRR199287_52","plasmid"
"DRR199287_53","chromosome"
"DRR199287_54","chromosome"
"DRR199287_55","chromosome"
"DRR199287_56","chromosome"
"DRR199287_57","chromosome"
"DRR199287_58","chromosome"
"DRR199287_61","chromosome"
"DRR199287_62","chromosome"
"DRR199287_63","chromosome"
"DRR199287_65","chromosome"
"DRR199287_68","chromosome"
"DRR199287_69","chromosome"
"DRR199287_71","chromosome"
"DRR199287_73","chromosome"
"DRR199287_74","chromosome"
"DRR199287_75","chromosome"
"DRR199287_77","chromosome"
"DRR199287_80","chromosome"
"DRR199287_81","chromosome"
"DRR199287_82","chromosome"
"DRR199287_83","chromosome"
"DRR199287_84","chromosome"
"DRR199287_85","chromosome"
"DRR199287_88","plasmid"
"DRR199287_89","chromosome"
"DRR199287_91","chromosome"
"DRR199287_93","chromosome"
"DRR199287_95","chromosome"
"DRR199287_96","chromosome"
"DRR199287_97","chromosome"
"DRR199287_98","chromosome"
"DRR199287_100","chromosome"
"DRR199287_101","chromosome"
"DRR199287_102","chromosome"
"DRR199287_103","chromosome"
"DRR199287_104","chromosome"
"DRR199287_105","chromosome"
"DRR199287_106","plasmid"
"DRR199287_107","plasmid"
"DRR199287_108","chromosome"
"DRR199287_109","chromosome"
"DRR199287_110","chromosome"
"DRR199287_111","chromosome"
"DRR199287_112","chromosome"
"DRR199287_113","chromosome"
"DRR199287_114","chromosome"
"DRR199287_115","chromosome"
"DRR199287_116","chromosome"
"DRR199287_117","chromosome"
"DRR199287_118","chromosome"
"DRR199287_119","chromosome"
"DRR199287_120","chromosome"
"DRR199287_121","chromosome"
"DRR199287_122","chromosome"
"DRR199287_123","chromosome"
"DRR199287_124","chromosome"
"DRR199287_125","chromosome"
"DRR199287_126","chromosome"
"DRR199287_127","chromosome"
"DRR199287_128","chromosome"
"DRR199287_129","chromosome"
"DRR199287_130","chromosome"
"DRR199287_131","chromosome"
"DRR199287_132","chromosome"
"DRR199287_133","chromosome"
"DRR199287_134","chromosome"
"DRR199287_135","chromosome"
"DRR199287_136","chromosome"
"DRR199287_137","chromosome"
"DRR199287_138","chromosome"
"DRR199287_139","chromosome"
"DRR199287_140","chromosome"
"DRR199287_141","chromosome"
"DRR199287_142","chromosome"
"DRR199287_143","chromosome"
"DRR199287_144","chromosome"
"DRR199287_145","chromosome"
"DRR199287_146","chromosome"
"DRR199287_147","chromosome"
"DRR199287_148","chromosome"
"DRR199287_149","chromosome"
"DRR199287_150","chromosome"
"DRR199287_151","chromosome"
"DRR199287_152","chromosome"
"DRR199287_153","chromosome"
"DRR199287_154","chromosome"
"DRR199287_155","chromosome"
"DRR199287_156","chromosome"
"DRR199287_157","chromosome"
"DRR199287_158","chromosome"
"DRR199287_159","chromosome"
"DRR199287_160","chromosome"
"DRR199287_161","chromosome"
"DRR199287_162","chromosome"
"DRR199287_163","chromosome"
"DRR199287_164","chromosome"
"DRR199287_165","chromosome"
"DRR199287_166","chromosome"
"DRR199287_167","chromosome"
"DRR199287_168","chromosome"
"DRR199287_169","chromosome"
"DRR199287_170","chromosome"
"DRR199287_171","chromosome"
"DRR199287_172","chromosome"
"DRR199287_173","chromosome"
"DRR199287_174","chromosome"
"DRR199287_175","chromosome"
"DRR199287_176","chromosome"
"DRR199287_177","chromosome"
"DRR199287_178","chromosome"
"DRR199287_179","chromosome"
"DRR199287_180","chromosome"
"DRR199287_181","chromosome"
"DRR199287_182","chromosome"
"DRR199287_183","chromosome"
"DRR199287_184","chromosome"
"DRR199287_185","chromosome"
"DRR199287_186","chromosome"
"DRR199287_187","chromosome"
"DRR199287_188","chromosome"
"DRR199287_189","chromosome"
"DRR199287_190","chromosome"
"DRR199287_191","chromosome"
"DRR199287_192","chromosome"
"DRR199287_193","chromosome"
"DRR199287_194","chromosome"
"DRR199287_195","chromosome"
"DRR199287_196","chromosome"
"DRR199287_197","chromosome"
"DRR199287_198","chromosome"
"DRR199287_199","chromosome"
"DRR199287_200","chromosome"
"DRR199287_201","chromosome"
"DRR199287_202","chromosome"
"DRR199287_203","chromosome"
"DRR199287_204","chromosome"
"DRR199287_205","chromosome"
"DRR199287_206","chromosome"
"DRR199287_207","chromosome"
"DRR199287_208","chromosome"
"DRR199287_209","chromosome"
"DRR199287_210","chromosome"
"DRR199287_211","chromosome"
"DRR199287_212","chromosome"
"DRR199287_213","chromosome"
"DRR199287_214","chromosome"
"DRR199287_215","chromosome"
"DRR199287_216","chromosome"
"DRR199287_217","chromosome"
"DRR199287_218","chromosome"
"DRR199287_219","chromosome"
"DRR199287_220","chromosome"
"DRR199287_221","chromosome"
"DRR199287_222","chromosome"
"DRR199287_223","chromosome"
"DRR199287_224","chromosome"
"DRR199287_225","chromosome"
"DRR199287_226","chromosome"
"DRR199287_227","chromosome"
"DRR199287_228","chromosome"
"DRR199287_229","chromosome"
"DRR199287_230","chromosome"
"DRR199287_231","chromosome"
"DRR199287_232","chromosome"
"DRR199287_32","plasmid"
"DRR199287_59","plasmid"
"DRR199287_60","plasmid"
"DRR199287_64","plasmid"
"DRR199287_66","plasmid"
"DRR199287_67","plasmid"
"DRR199287_70","plasmid"
"DRR199287_72","plasmid"
"DRR199287_76","plasmid"
"DRR199287_78","plasmid"
"DRR199287_79","plasmid"
"DRR199287_86","plasmid"
"DRR199287_87","plasmid"
"DRR199287_90","plasmid"
"DRR199287_92","plasmid"
"DRR199287_94","plasmid"
"DRR199287_99","plasmid"
"DRR199303_1","chromosome"
"DRR199303_2","chromosome"
"DRR199303_3","chromosome"
"DRR199303_4","chromosome"
"DRR199303_5","chromosome"
"DRR199303_6","chromosome"
"DRR199303_7","chromosome"
"DRR199303_8","chromosome"
"DRR199303_9","chromosome"
"DRR199303_10","chromosome"
"DRR199303_11","chromosome"
"DRR199303_12","chromosome"
"DRR199303_13","chromosome"
"DRR199303_14","chromosome"
"DRR199303_15","chromosome"
"DRR199303_16","chromosome"
"DRR199303_17","chromosome"
"DRR199303_18","chromosome"
"DRR199303_19","chromosome"
"DRR199303_20","chromosome"
"DRR199303_21","chromosome"
"DRR199303_22","chromosome"
"DRR199303_23","chromosome"
"DRR199303_24","chromosome"
"DRR199303_25","chromosome"
"DRR199303_27","chromosome"
"DRR199303_28","chromosome"
"DRR199303_29","chromosome"
"DRR199303_30","chromosome"
"DRR199303_31","chromosome"
"DRR199303_32","chromosome"
"DRR199303_33","chromosome"
"DRR199303_34","chromosome"
"DRR199303_35","chromosome"
"DRR199303_36","chromosome"
"DRR199303_37","chromosome"
"DRR199303_38","chromosome"
"DRR199303_39","chromosome"
"DRR199303_40","chromosome"
"DRR199303_41","chromosome"
"DRR199303_42","chromosome"
"DRR199303_43","chromosome"
"DRR199303_44","chromosome"
"DRR199303_45","chromosome"
"DRR199303_46","chromosome"
"DRR199303_47","chromosome"
"DRR199303_48","chromosome"
"DRR199303_49","chromosome"
"DRR199303_51","chromosome"
"DRR199303_53","chromosome"
"DRR199303_54","chromosome"
"DRR199303_55","plasmid"
"DRR199303_59","chromosome"
"DRR199303_61","chromosome"
"DRR199303_62","chromosome"
"DRR199303_63","chromosome"
"DRR199303_65","chromosome"
"DRR199303_66","chromosome"
"DRR199303_67","chromosome"
"DRR199303_69","chromosome"
"DRR199303_70","chromosome"
"DRR199303_74","chromosome"
"DRR199303_75","plasmid"
"DRR199303_76","chromosome"
"DRR199303_77","chromosome"
"DRR199303_78","chromosome"
"DRR199303_79","chromosome"
"DRR199303_81","chromosome"
"DRR199303_82","chromosome"
"DRR199303_84","chromosome"
"DRR199303_85","chromosome"
"DRR199303_86","plasmid"
"DRR199303_87","chromosome"
"DRR199303_89","chromosome"
"DRR199303_90","chromosome"
"DRR199303_92","chromosome"
"DRR199303_93","chromosome"
"DRR199303_94","chromosome"
"DRR199303_95","chromosome"
"DRR199303_96","chromosome"
"DRR199303_97","plasmid"
"DRR199303_99","chromosome"
"DRR199303_100","plasmid"
"DRR199303_101","chromosome"
"DRR199303_102","chromosome"
"DRR199303_103","chromosome"
"DRR199303_104","chromosome"
"DRR199303_105","chromosome"
"DRR199303_106","chromosome"
"DRR199303_107","chromosome"
"DRR199303_108","chromosome"
"DRR199303_109","chromosome"
"DRR199303_110","chromosome"
"DRR199303_111","chromosome"
"DRR199303_112","chromosome"
"DRR199303_113","chromosome"
"DRR199303_114","chromosome"
"DRR199303_115","chromosome"
"DRR199303_116","chromosome"
"DRR199303_117","chromosome"
"DRR199303_118","chromosome"
"DRR199303_119","chromosome"
"DRR199303_120","chromosome"
"DRR199303_121","chromosome"
"DRR199303_122","chromosome"
"DRR199303_123","chromosome"
"DRR199303_124","chromosome"
"DRR199303_125","chromosome"
"DRR199303_126","chromosome"
"DRR199303_127","chromosome"
"DRR199303_128","chromosome"
"DRR199303_129","chromosome"
"DRR199303_130","chromosome"
"DRR199303_131","chromosome"
"DRR199303_132","chromosome"
"DRR199303_133","chromosome"
"DRR199303_134","chromosome"
"DRR199303_135","chromosome"
"DRR199303_136","chromosome"
"DRR199303_137","chromosome"
"DRR199303_138","chromosome"
"DRR199303_139","chromosome"
"DRR199303_140","chromosome"
"DRR199303_141","chromosome"
"DRR199303_142","chromosome"
"DRR199303_143","chromosome"
"DRR199303_144","chromosome"
"DRR199303_145","chromosome"
"DRR199303_146","chromosome"
"DRR199303_147","chromosome"
"DRR199303_148","chromosome"
"DRR199303_149","chromosome"
"DRR199303_150","chromosome"
"DRR199303_151","chromosome"
"DRR199303_152","chromosome"
"DRR199303_153","chromosome"
"DRR199303_154","chromosome"
"DRR199303_155","chromosome"
"DRR199303_156","chromosome"
"DRR199303_157","chromosome"
"DRR199303_158","chromosome"
"DRR199303_159","chromosome"
"DRR199303_160","chromosome"
"DRR199303_161","chromosome"
"DRR199303_162","chromosome"
"DRR199303_163","chromosome"
"DRR199303_164","chromosome"
"DRR199303_165","chromosome"
"DRR199303_166","chromosome"
"DRR199303_167","chromosome"
"DRR199303_168","chromosome"
"DRR199303_169","chromosome"
"DRR199303_170","chromosome"
"DRR199303_171","chromosome"
"DRR199303_172","chromosome"
"DRR199303_173","chromosome"
"DRR199303_174","chromosome"
"DRR199303_175","chromosome"
"DRR199303_176","chromosome"
"DRR199303_177","chromosome"
"DRR199303_178","chromosome"
"DRR199303_179","chromosome"
"DRR199303_180","chromosome"
"DRR199303_181","chromosome"
"DRR199303_182","chromosome"
"DRR199303_183","chromosome"
"DRR199303_184","chromosome"
"DRR199303_185","chromosome"
"DRR199303_186","chromosome"
"DRR199303_187","chromosome"
"DRR199303_188","chromosome"
"DRR199303_189","chromosome"
"DRR199303_190","chromosome"
"DRR199303_191","chromosome"
"DRR199303_192","chromosome"
"DRR199303_193","chromosome"
"DRR199303_194","chromosome"
"DRR199303_26","plasmid"
"DRR199303_50","plasmid"
"DRR199303_52","plasmid"
"DRR199303_56","plasmid"
"DRR199303_57","plasmid"
"DRR199303_58","plasmid"
"DRR199303_60","plasmid"
"DRR199303_64","plasmid"
"DRR199303_68","plasmid"
"DRR199303_71","plasmid"
"DRR199303_72","plasmid"
"DRR199303_73","plasmid"
"DRR199303_80","plasmid"
"DRR199303_83","plasmid"
"DRR199303_88","plasmid"
"DRR199303_91","plasmid"
"DRR199303_98","chromosome"
"DRR199371_1","chromosome"
"DRR199371_2","chromosome"
"DRR199371_3","chromosome"
"DRR199371_4","chromosome"
"DRR199371_5","chromosome"
"DRR199371_6","chromosome"
"DRR199371_7","chromosome"
"DRR199371_8","chromosome"
"DRR199371_9","chromosome"
"DRR199371_10","chromosome"
"DRR199371_11","chromosome"
"DRR199371_12","chromosome"
"DRR199371_13","chromosome"
"DRR199371_14","chromosome"
"DRR199371_15","chromosome"
"DRR199371_16","chromosome"
"DRR199371_17","chromosome"
"DRR199371_18","chromosome"
"DRR199371_19","chromosome"
"DRR199371_20","chromosome"
"DRR199371_21","chromosome"
"DRR199371_22","chromosome"
"DRR199371_23","chromosome"
"DRR199371_24","chromosome"
"DRR199371_25","chromosome"
"DRR199371_26","chromosome"
"DRR199371_27","chromosome"
"DRR199371_28","chromosome"
"DRR199371_29","chromosome"
"DRR199371_30","chromosome"
"DRR199371_31","chromosome"
"DRR199371_32","chromosome"
"DRR199371_33","chromosome"
"DRR199371_35","chromosome"
"DRR199371_36","chromosome"
"DRR199371_37","chromosome"
"DRR199371_38","chromosome"
"DRR199371_39","chromosome"
"DRR199371_40","chromosome"
"DRR199371_41","chromosome"
"DRR199371_42","chromosome"
"DRR199371_43","chromosome"
"DRR199371_44","chromosome"
"DRR199371_45","chromosome"
"DRR199371_46","chromosome"
"DRR199371_49","chromosome"
"DRR199371_50","chromosome"
"DRR199371_52","chromosome"
"DRR199371_54","chromosome"
"DRR199371_55","chromosome"
"DRR199371_56","chromosome"
"DRR199371_57","chromosome"
"DRR199371_58","chromosome"
"DRR199371_60","chromosome"
"DRR199371_64","chromosome"
"DRR199371_65","chromosome"
"DRR199371_69","chromosome"
"DRR199371_70","chromosome"
