GCA_014169115.1_ASM1416911v1,plasmid_AD482,AP022075.1,109
GCA_014131575.1_ASM1413157v1,plasmid_AA162,CP048864.1,68
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,37
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,38
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,40
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,41
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,42
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,44
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,47
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,48
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,49
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,53
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,57
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,57
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,58
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,66
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,66
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,66
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,66
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,67
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,68
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,71
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,75
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,75
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,75
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,75
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,75
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056525.1,84
GCA_013749295.1_ASM1374929v1,plasmid_AA176,CP056524.1,84
GCA_013749295.1_ASM1374929v1,plasmid_AA579,CP056526.1,60
GCA_013749295.1_ASM1374929v1,plasmid_AG799,CP056525.1,61
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057972.1,18
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057972.1,59
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057972.1,59
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057970.1,59
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057971.1,59
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057970.1,66
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057970.1,66
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057970.1,66
GCA_013900205.1_ASM1390020v1,plasmid_AA474,CP057972.1,74
GCA_013900205.1_ASM1390020v1,plasmid_AA313,CP057971.1,13
GCA_013745955.1_ASM1374595v1,plasmid_AD448,CP056357.1,34
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056358.1,28
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056358.1,37
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056358.1,42
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056357.1,44
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056358.1,50
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056358.1,61
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056357.1,64
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056357.1,64
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056358.1,68
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056358.1,68
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056357.1,69
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056357.1,69
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056357.1,74
GCA_013745955.1_ASM1374595v1,plasmid_AA734,CP056357.1,74
GCA_013745955.1_ASM1374595v1,plasmid_AA579,CP056360.1,58
GCA_013745955.1_ASM1374595v1,plasmid_AA525,CP056359.1,57
GCA_013745955.1_ASM1374595v1,plasmid_AF243,CP056357.1,70
GCA_013745955.1_ASM1374595v1,plasmid_AF243,CP056357.1,70
GCA_013745955.1_ASM1374595v1,plasmid_AF242,CP056357.1,52
GCA_013745955.1_ASM1374595v1,plasmid_AF242,CP056357.1,53
GCA_013745955.1_ASM1374595v1,plasmid_AF242,CP056357.1,65
GCA_013745955.1_ASM1374595v1,plasmid_AF242,CP056357.1,65
GCA_013745955.1_ASM1374595v1,plasmid_AF242,CP056357.1,83
GCA_014168935.1_ASM1416893v1,plasmid_AA327,AP022031.1,24
GCA_014168935.1_ASM1416893v1,plasmid_AA327,AP022031.1,67
GCA_014168935.1_ASM1416893v1,plasmid_AA327,AP022031.1,69
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,52
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,53
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,59
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,60
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,60
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,71
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,71
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,71
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,76
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,76
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,76
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,77
GCA_014168935.1_ASM1416893v1,plasmid_AC082,AP022030.1,77
GCA_014169455.1_ASM1416945v1,plasmid_AA579,AP022176.1,105
GCA_014169455.1_ASM1416945v1,plasmid_AA282,AP022174.1,43
GCA_014169455.1_ASM1416945v1,plasmid_AA282,AP022174.1,55
GCA_014169455.1_ASM1416945v1,plasmid_AA282,AP022174.1,88
GCA_014169455.1_ASM1416945v1,plasmid_AA282,AP022174.1,95
GCA_014169455.1_ASM1416945v1,plasmid_AA282,AP022174.1,119
GCA_014169455.1_ASM1416945v1,plasmid_AA282,AP022174.1,123
GCA_014169455.1_ASM1416945v1,plasmid_AA282,AP022174.1,128
GCA_014169455.1_ASM1416945v1,plasmid_AA282,AP022174.1,136
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022175.1,59
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022175.1,70
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022175.1,81
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022175.1,97
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_014169455.1_ASM1416945v1,plasmid_AA338,AP022173.1,132
GCA_013834305.1_ASM1383430v1,plasmid_AA159,CP057457.1,38
GCA_013834305.1_ASM1383430v1,plasmid_AA304,CP057456.1,19
GCA_013834305.1_ASM1383430v1,plasmid_AA304,CP057456.1,57
GCA_013834305.1_ASM1383430v1,plasmid_AA304,CP057455.1,57
GCA_013834305.1_ASM1383430v1,plasmid_AA304,CP057455.1,57
GCA_013834305.1_ASM1383430v1,plasmid_AF232,CP057455.1,46
GCA_013834305.1_ASM1383430v1,plasmid_AF232,CP057455.1,46
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,39
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,83
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,84
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,85
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,90
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,94
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,98
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,102
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,103
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,105
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,107
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,107
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,115
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,115
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,116
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,116
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,120
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,123
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,124
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,124
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022179.1,125
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,125
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,125
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,125
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,125
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,125
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,125
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,125
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,125
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022179.1,125
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,125
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,127
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,129
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,129
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,129
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,130
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022179.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022179.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022179.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022179.1,132
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,134
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022178.1,134
GCA_014169475.1_ASM1416947v1,plasmid_AA887,AP022177.1,134
GCA_014169475.1_ASM1416947v1,plasmid_novel_63e1619a607b17a0e94368d7399ca769,AP022179.1,63
GCA_014169475.1_ASM1416947v1,plasmid_novel_63e1619a607b17a0e94368d7399ca769,AP022177.1,93
GCA_014169475.1_ASM1416947v1,plasmid_novel_63e1619a607b17a0e94368d7399ca769,AP022179.1,95
GCA_014169475.1_ASM1416947v1,plasmid_novel_63e1619a607b17a0e94368d7399ca769,AP022179.1,108
GCA_014169475.1_ASM1416947v1,plasmid_AA149,AP022181.1,96
GCA_014169475.1_ASM1416947v1,plasmid_AA579,AP022182.1,100
GCA_014169475.1_ASM1416947v1,plasmid_AA977,AP022180.1,92
GCA_014169475.1_ASM1416947v1,plasmid_novel_650b48ba3b7a8d2e65e2cdd77e44205b,AP022179.1,77
GCA_014169475.1_ASM1416947v1,plasmid_novel_650b48ba3b7a8d2e65e2cdd77e44205b,AP022179.1,88
GCA_014169475.1_ASM1416947v1,plasmid_novel_650b48ba3b7a8d2e65e2cdd77e44205b,AP022179.1,113
GCA_014169475.1_ASM1416947v1,plasmid_novel_650b48ba3b7a8d2e65e2cdd77e44205b,AP022177.1,133
GCA_014169475.1_ASM1416947v1,plasmid_novel_650b48ba3b7a8d2e65e2cdd77e44205b,AP022177.1,133
GCA_014169475.1_ASM1416947v1,plasmid_novel_650b48ba3b7a8d2e65e2cdd77e44205b,AP022177.1,133
GCA_014169475.1_ASM1416947v1,plasmid_novel_650b48ba3b7a8d2e65e2cdd77e44205b,AP022177.1,133
GCA_014169475.1_ASM1416947v1,plasmid_novel_650b48ba3b7a8d2e65e2cdd77e44205b,AP022177.1,133
GCA_014168675.1_ASM1416867v1,plasmid_AB957,AP021934.1,42
GCA_014168675.1_ASM1416867v1,plasmid_AB957,AP021933.1,53
GCA_014168675.1_ASM1416867v1,plasmid_AB957,AP021933.1,53
GCA_014168675.1_ASM1416867v1,plasmid_AB957,AP021933.1,53
GCA_014168675.1_ASM1416867v1,plasmid_AA179,AP021934.1,27
GCA_014168675.1_ASM1416867v1,plasmid_AA179,AP021934.1,37
GCA_014168675.1_ASM1416867v1,plasmid_AA179,AP021934.1,40
GCA_014168675.1_ASM1416867v1,plasmid_AB595,AP021934.1,41
GCA_014168675.1_ASM1416867v1,plasmid_AB595,AP021934.1,43
GCA_014168675.1_ASM1416867v1,plasmid_AB595,AP021933.1,49
GCA_014168675.1_ASM1416867v1,plasmid_AB595,AP021933.1,49
GCA_014168675.1_ASM1416867v1,plasmid_AB595,AP021933.1,49
GCA_014168675.1_ASM1416867v1,plasmid_AB595,AP021933.1,55
GCA_014168675.1_ASM1416867v1,plasmid_AB595,AP021933.1,55
GCA_014168675.1_ASM1416867v1,plasmid_AB595,AP021934.1,56
GCA_013815235.1_ASM1381523v1,plasmid_AA475,CP057134.1,25
GCA_013815235.1_ASM1381523v1,plasmid_AA475,CP057134.1,31
GCA_013815235.1_ASM1381523v1,plasmid_AA318,CP057135.1,22
GCA_013815235.1_ASM1381523v1,plasmid_AA318,CP057134.1,39
GCA_013815235.1_ASM1381523v1,plasmid_AA318,CP057134.1,50
GCA_013815235.1_ASM1381523v1,plasmid_AA318,CP057134.1,50
GCA_013815235.1_ASM1381523v1,plasmid_AA318,CP057133.1,62
GCA_013815235.1_ASM1381523v1,plasmid_AA318,CP057133.1,62
GCA_013815235.1_ASM1381523v1,plasmid_AA318,CP057134.1,70
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056874.1,49
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,60
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,72
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,77
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,77
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,77
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,77
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,77
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,78
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,87
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056874.1,90
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,90
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,92
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056874.1,92
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,92
GCA_013795795.1_ASM1379579v1,plasmid_AA941,CP056873.1,101
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,37
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,51
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,52
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,54
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,57
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,66
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,66
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,68
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056873.1,75
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056873.1,75
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056873.1,75
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,76
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,76
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,76
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,76
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,82
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,83
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,83
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,84
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,94
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,98
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056874.1,99
GCA_013795795.1_ASM1379579v1,plasmid_AA336,CP056875.1,100
GCA_013795795.1_ASM1379579v1,plasmid_AA174,CP056874.1,48
GCA_013795795.1_ASM1379579v1,plasmid_AA174,CP056873.1,71
GCA_013795795.1_ASM1379579v1,plasmid_AA174,CP056874.1,71
GCA_013795795.1_ASM1379579v1,plasmid_AA174,CP056874.1,96
GCA_013795795.1_ASM1379579v1,plasmid_AG799,CP056874.1,50
GCA_013899605.1_ASM1389960v1,plasmid_AA304,CP057886.1,22
GCA_013899605.1_ASM1389960v1,plasmid_AA304,CP057886.1,39
GCA_013899605.1_ASM1389960v1,plasmid_AA304,CP057886.1,43
GCA_013899605.1_ASM1389960v1,plasmid_AA304,CP057886.1,50
GCA_013899605.1_ASM1389960v1,plasmid_AA304,CP057886.1,67
GCA_013899605.1_ASM1389960v1,plasmid_AA304,CP057886.1,67
GCA_013899605.1_ASM1389960v1,plasmid_AA304,CP057885.1,67
GCA_013899605.1_ASM1389960v1,plasmid_AA304,CP057885.1,67
GCA_013899605.1_ASM1389960v1,plasmid_AB442,CP057887.1,48
GCA_013899605.1_ASM1389960v1,plasmid_AF190,CP057885.1,40
GCA_013899605.1_ASM1389960v1,plasmid_AF190,CP057885.1,51
GCA_013899605.1_ASM1389960v1,plasmid_AF190,CP057885.1,51
GCA_013899605.1_ASM1389960v1,plasmid_AF190,CP057885.1,58
GCA_013899605.1_ASM1389960v1,plasmid_AF190,CP057885.1,58
GCA_013830785.1_ASM1383078v1,plasmid_novel_b3a86c315460084bc5aa2ad34eaf687a,CP057398.1,54
GCA_013830785.1_ASM1383078v1,plasmid_novel_b3a86c315460084bc5aa2ad34eaf687a,CP057400.1,103
GCA_013830785.1_ASM1383078v1,plasmid_novel_b3a86c315460084bc5aa2ad34eaf687a,CP057398.1,112
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,45
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,52
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,57
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,69
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057398.1,71
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,71
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,76
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057397.1,76
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057398.1,89
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,89
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,90
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057397.1,90
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057397.1,93
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057400.1,93
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057400.1,94
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,96
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,97
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057400.1,97
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,99
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057398.1,104
GCA_013830785.1_ASM1383078v1,plasmid_AA279,CP057399.1,104
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057400.1,43
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057400.1,51
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057400.1,72
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057400.1,77
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057400.1,92
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057398.1,92
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057400.1,98
GCA_013830785.1_ASM1383078v1,plasmid_AA474,CP057400.1,108
GCA_013830785.1_ASM1383078v1,plasmid_AC510,CP057401.1,73
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057398.1,49
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057398.1,50
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057398.1,56
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057398.1,60
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057398.1,82
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057398.1,85
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057398.1,86
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057396.1,91
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057396.1,91
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057396.1,91
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057400.1,105
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057396.1,105
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057396.1,105
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057398.1,105
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057396.1,105
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057396.1,105
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057396.1,105
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057397.1,105
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057396.1,105
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057397.1,105
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057396.1,105
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057396.1,109
GCA_013830785.1_ASM1383078v1,plasmid_AA179,CP057398.1,109
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057397.1,23
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057397.1,37
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057397.1,40
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057397.1,48
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057397.1,74
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057397.1,78
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057397.1,80
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057397.1,84
GCA_013830785.1_ASM1383078v1,plasmid_AA738,CP057396.1,95
