DRR192221,plasmid_AA735,0
SRR4025855,plasmid_AB685,0
SRR4025855,plasmid_AA171,8
SRR4025855,plasmid_AB445,0
SRR4025855,plasmid_AB446,0
DRR199818,plasmid_AB685,0
DRR199818,plasmid_AA171,0
DRR199818,plasmid_AC977,0
DRR199818,plasmid_AA172,0
DRR199818,plasmid_AB233,0
DRR199806,plasmid_AA173,0
DRR199806,plasmid_novel_ffc7308a52ed41de8a968c2edd2d2102,0
DRR199806,plasmid_AA324,0
SRR3999060,plasmid_AA364,0
SRR3999060,plasmid_AA171,0
SRR3999060,plasmid_AA118,0
SRR3999060,plasmid_AA977,0
SRR3999087,plasmid_AA171,0
SRR3999087,plasmid_AA579,0
SRR3999087,plasmid_AA448,4
SRR5167858,plasmid_AB685,0
SRR5167858,plasmid_AA860,8
SRR5167858,plasmid_AD068,4
SRR5167858,plasmid_AA579,0
SRR5167858,plasmid_AA977,0
SRR5167858,plasmid_AC509,0
SRR5167858,plasmid_AA735,16
SRR11948784,plasmid_AA941,4
SRR11948784,plasmid_novel_4204f75c392bde35a1d1663c61906664,0
SRR11948784,plasmid_AA336,12
SRR11948784,plasmid_AG799,0
SRR13182991,plasmid_AB685,0
SRR13182991,plasmid_AC512,0
SRR13182991,plasmid_AA977,0
SRR13182991,plasmid_AA282,0
SRR13182991,plasmid_AB446,0
SRR3999101,plasmid_AB685,0
SRR3999101,plasmid_AA171,0
SRR3999101,plasmid_AA519,0
SRR3999101,plasmid_AA579,0
SRR3999101,plasmid_AA356,0
SRR3999101,plasmid_AA977,0
SRR3999101,plasmid_AA531,0
SRR4025862,plasmid_AA171,0
SRR4025862,plasmid_AA747,0
SRR4025862,plasmid_AA552,8
SRR4025862,plasmid_AA336,0
DRR199371,plasmid_AA337,8
DRR199371,plasmid_AA336,20
SRR3999091,plasmid_AA619,0
SRR3999091,plasmid_AA179,0
SRR3999091,plasmid_AA738,0
SRR3999091,plasmid_AB193,0
SRR11948783,plasmid_AA941,3
SRR11948783,plasmid_novel_a240bc46960716576b89f57e3ad9c20a,0
SRR11948783,plasmid_AA336,9
SRR13183024,plasmid_AB685,0
SRR13183024,plasmid_AA113,0
SRR13183024,plasmid_AA147,0
SRR13183024,plasmid_AA735,0
SRR11949276,plasmid_AA176,3
SRR11949276,plasmid_AA579,0
SRR13182993,plasmid_AA324,9
SRR13182993,plasmid_AA521,0
SRR11148636,plasmid_AA173,3
SRR11148636,plasmid_novel_fdd5bfe54eac811aebc8528950dacfdb,0
SRR11148636,plasmid_AA336,0
SRR5168234,plasmid_AA171,6
SRR5168234,plasmid_AA747,0
SRR5168234,plasmid_AA552,0
SRR5167859,plasmid_AB685,0
SRR5167859,plasmid_AA860,3
SRR5167859,plasmid_AD068,3
SRR5167859,plasmid_AA579,0
SRR5167859,plasmid_AA977,0
SRR5167859,plasmid_AC509,0
SRR5167859,plasmid_AA735,12
SRR3112332,plasmid_AB685,0
SRR3112332,plasmid_AA171,3
SRR3112332,plasmid_AA552,0
SRR3112332,plasmid_AA579,0
SRR3112332,plasmid_AA977,0
SRR5168211,plasmid_AB685,0
SRR5168211,plasmid_AA171,6
SRR5168211,plasmid_AB445,0
SRR5168211,plasmid_AB446,0
SRR3112329,plasmid_AB685,0
SRR3112329,plasmid_AA171,3
SRR3112329,plasmid_AA474,15
SRR3112329,plasmid_AA977,0
SRR3112329,plasmid_AC509,0
SRR3112329,plasmid_AA147,0
SRR3999096,plasmid_AA436,0
SRR3999096,plasmid_AD158,0
SRR3999096,plasmid_AA161,0
SRR3999096,plasmid_AA324,3
SRR3999096,plasmid_AA147,0
SRR3999096,plasmid_AA979,0
SRR3999081,plasmid_AA171,0
SRR3999081,plasmid_AB978,0
SRR3999081,plasmid_AA282,0
DRR199287,plasmid_AA163,0
DRR199287,plasmid_AA172,3
DRR199287,plasmid_AA977,0
DRR199287,plasmid_AA336,0
DRR199287,plasmid_AA352,9
DRR199287,plasmid_AC434,0
DRR199287,plasmid_AB446,0
